"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AVA","Avista Corporation","41.71","2685627442.45","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AZRE","Azure Power Global Limited","17.0651","442258380.7356","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/azre",
"BCE","BCE, Inc.","45.09","40596265625.31","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bce",
"BKH","Black Hills Corporation","68.2","3646096465","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkh",
"BKHU","Black Hills Corporation","74.67","0","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkhu",
"BBRY","BlackBerry Limited","9.9","5261608727.1","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bbry",
"BWP","Boardwalk Pipeline Partners L.P.","17.7","4430253041.4","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/bwp",
"BEP","Brookfield Renewable Partners L.P.","32.36","5696699024.44","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bep",
"BT","BT Group plc","18.82","37520032587.52","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"CDZI","Cadiz, Inc.","12.6","280446339.6","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CWT","California Water  Service Group Holding","36.9","1772000877.6","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CPN","Calpine Corporation","13.42","4841847750.08","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CWST","Casella Waste Systems, Inc.","16.87","706517742.49","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CEL","Cellcom Israel, Ltd.","9.32","937649811.96","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cel",
"CNP","CenterPoint Energy, Inc.","27.32","11773956205.04","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnp",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","4.78","6465590998","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ebr",
"CTL","CenturyLink, Inc.","23.6","12951964686.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctl",
"CQH","Cheniere Energy Partners LP Holdings, LLC","26.54","6149318000","n/a","2013","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqh",
"CQP","Cheniere Energy Partners, LP","31.56","10661800805.28","n/a","2007","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","47.24","11237526406.08","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lng",
"CPK","Chesapeake Utilities Corporation","76.65","1252081735.8","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/cpk",
"CHL","China Mobile (Hong Kong) Ltd.","51.75","211921247963.25","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chl",
"CHA","China Telecom Corp Ltd","46.62","37730670101.46","n/a","2002","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","13.47","32256718214.76","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chu",
"CHT","Chunghwa Telecom Co., Ltd.","35.28","27368271393.12","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cht",
"CIEN","Ciena Corporation","25.58","3649472840.94","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"CBB","Cincinnati Bell Inc","19.35","815296518.45","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbb",
"CLNE","Clean Energy Fuels Corp.","2.64","397310503.92","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLFD","Clearfield, Inc.","13.15","185337572.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","9.7","84432777","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CMS","CMS Energy Corporation","45.75","12830743461.75","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","102.51","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"JCS","Communications Systems, Inc.","4.28","38276048.56","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CIG","Comp En De Mn Cemig ADS","2.49","3134515718.46","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cig",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","9.59","6554859643.71","n/a","2002","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","7.61","2082514550","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elp",
"CNNX","Cone Midstream Partners LP","18.53","1178236220.49","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cnnx",
"CTWS","Connecticut Water Service, Inc.","55.52","611491505.92","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNSL","Consolidated Communications Holdings, Inc.","20.71","1050686912.23","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","80.53","24592243427.53","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","12.65","188356792.25","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CPL","CPFL Energia S.A.","16.05","8168765836.65","n/a","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpl",
"DZSI","DASAN Zhone Solutions, Inc.","6.1","19980769.6","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/dzsi",
"DCP","DCP Midstream LP","33.86","4852216826.08","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dcp",
"DGAS","Delta Natural Gas Company, Inc.","30.38","216562948.98","n/a","1981","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas",
"DM","Dominion Energy Midstream Partners, LP","28.05","2783178670.8","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dm",
"D","Dominion Energy, Inc.","75.79","47670830295.66","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","50.1","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","25.35","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/drua",
"DRWI","DragonWave Inc","0.87","7399015.05","n/a","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DTE","DTE Energy Company","105.26","18882320250.24","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.49","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.17","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","53.61","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtv",
"DTY","DTE Energy Company","27.37","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dty",
"DUK","Duke Energy Corporation","83.42","58384283905.76","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","26.48","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DYN","Dynegy Inc.","7.67","1007420207.43","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DYNC","Dynegy Inc.","57.01","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dync",
"EIX","Edison International","76.83","25032074956.98","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EP^C","El Paso Corporation","50.08","0","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","51.05","2070474771.1","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"ELLO","Ellomay Capital Ltd.","8.61","91932155.7","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ello",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","31.23","1415429638.65","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","15.58","6736609667.26","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enbl",
"ENIA","Enel Americas S.A.","9.91","11387113545.3","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","5.52","5419842111.6","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enic",
"EOCC","Enel Generacion Chile S.A.","22.86","6249736982.34","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eocc",
"ETE","Energy Transfer Equity, L.P.","17.75","19155534282.5","n/a","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ENLK","EnLink Midstream Partners, LP","16.6","5751104976.2","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","17.25","3114620221.5","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"ESNC","EnSync, Inc.","0.38","18243931.86","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/esnc",
"EAB","Entergy Arkansas, Inc.","24.77","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","24.92","0","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","24.4399","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","75.79","13601720333.63","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","24.34","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.11","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","24.68","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","24.5","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, Inc.","25.12","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, Inc.","26.19","0","n/a","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","27.39","0","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","27.24","58336878721.32","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EQGP","EQT GP Holdings, LP","28.98","7713461700","n/a","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","76.3","6148388135.4","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"ES","Eversource Energy","60.07","19035330486.56","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"EXC","Exelon Corporation","35.58","32950519162.8","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"FN","Fabrinet","43.89","1638383898.69","n/a","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FE","FirstEnergy Corporation","29.25","12979395409.5","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fe",
"FTS","Fortis Inc.","34.63","14410737457.96","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fts",
"FTR","Frontier Communications Corporation","1.06","1248753140","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
"FTRPR","Frontier Communications Corporation","27.2","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftrpr",
"EGAS","Gas Natural Inc.","12.9","135704491.2","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/egas",
"GNCMA","General Communication, Inc.","36.37","1310629320","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GNE","Genie Energy Ltd.","6.93","171004728.51","n/a","2011","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/gne",
"GPE^A","Georgia Power Company","28.02","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gpe^a",
"GWRS","Global Water Resources, Inc.","9.99","195616847.34","n/a","2016","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/gwrs",
"GLOW","Glowpoint, Inc.","0.2856","10434396","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/glow",
"GXP","Great Plains Energy Inc","29.25","6306459588","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp",
"GTT","GTT Communications, Inc.","31.25","1289447593.75","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gtt",
"HRMN","Harmony Merger Corp.","10.21","148957927.15","n/a","2015","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/hrmn",
"HRMNU","Harmony Merger Corp.","10.85","0","n/a","2015","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/hrmnu",
"HRMNW","Harmony Merger Corp.","0.89","0","n/a","2015","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/hrmnw",
"HE","Hawaiian Electric Industries, Inc.","32.31","3513727201.05","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he",
"HNP","Huaneng Power International, Inc.","27.68","10518665340.48","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"IDA","IDACORP, Inc.","84.64","4265067155.2","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IDT","IDT Corporation","14.61","362867824.89","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"INFN","Infinera Corporation","10.6","1553358269.8","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"IGLD","Internet Gold Golden Lines Ltd.","9.15","175709151.9","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"JE","Just Energy Group, Inc.","4.93","722897347.46","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je",
"KMI","Kinder Morgan, Inc.","19.17","42795920731.32","n/a","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi",
"KEP","Korea Electric Power Corporation","18.42","23649956596.68","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","16.54","8103661950.44","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt",
"LVLT","Level 3 Communications, Inc.","58.93","21296557655.17","n/a","2011","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"LMOS","Lumos Networks Corp.","17.88","428119792.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"CALL","magicJack VocalTec Ltd","7.15","115089145.6","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MTSL","MER Telemanagement Solutions Ltd.","0.53","4639703.21","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MSEX","Middlesex Water Company","38.95","635030711.95","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/msex",
"MBT","Mobile TeleSystems OJSC","7.78","7604320878.08","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"NFG","National Fuel Gas Company","55.84","4769688462.88","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","61.17","44006128759.14","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NTGR","NETGEAR, Inc.","44.45","1442578877.6","n/a","2003","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntgr",
"NJR","NewJersey Resources Corporation","40.05","3461877824.85","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/njr",
"NEP","NextEra Energy Partners, LP","37.27","2021811965.35","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","140.48","65767492584","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee",
"NMK^B","Niagara Mohawk Holdings, Inc.","96.75","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","98","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^c",
"NIHD","NII Holdings, Inc.","0.621","62451510.84","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/nihd",
"NI","NiSource, Inc","25.32","8202627624.84","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ni",
"NTL","Nortel Inversora SA","34.6","4706191660","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntl",
"NWN","Northwest Natural Gas Company","60.35","1728685134.45","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","60.3","2921238203.4","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nwe",
"NRG","NRG Energy, Inc.","16.24","5133175269.04","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nrg",
"NYLD","NRG Yield, Inc.","17.1","3134046635.1","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nyld",
"OPTT","Ocean Power Technologies, Inc.","1.35","16819739.1","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/optt",
"OGE","OGE Energy Corporation","34.22","6833874267.78","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OGS","ONE Gas, Inc.","70.3","3686205105","n/a","2014","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ogs",
"OHGI","One Horizon Group, Inc.","0.77","4789778.84","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ohgi",
"OKE","ONEOK, Inc.","51.69","19635821454","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke",
"ORAN","Orange","15.98","42507346132.48","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran",
"ORA","Ormat Technologies, Inc.","57.48","2857126746","n/a","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora",
"OTEL","Otelco Inc.","7.65","25602170.85","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/otel",
"OTTR","Otter Tail Corporation","39.45","1558414613.55","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ottr",
"PCG","Pacific Gas & Electric Co.","65.32","33378581596.76","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg",
"PAM","Pampa Energia S.A.","58.93","4328987605.11","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pam",
"PTNR","Partner Communications Company Ltd.","5.1395","29490558.9295","5738021","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ptnr",
"PEGI","Pattern Energy Group Inc.","23.52","2063355762.72","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pegi",
"PDVW","pdvWireless, Inc.","23.4","337345140.6","n/a","2015","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/pdvw",
"PNW","Pinnacle West Capital Corporation","84.67","9445821354.09","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pnw",
"PLT","Plantronics, Inc.","52.71","1781171576.1","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/plt",
"PHI","PLDT Inc.","34.4","7432318660","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/phi",
"PNM","PNM Resources, Inc. (Holding Co.)","37.6","2994976262.4","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pnm",
"POR","Portland General Electric Company","44.87","3996483089.41","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/por",
"PPX","PPL Capital Funding, Inc.","26.49","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","38.07","26008463798.46","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppl",
"TLK","PT Telekomunikasi Indonesia, Tbk","34.34","34017965180.44","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tlk",
